id;student_id;grade_id;grade_date
1;1;6;18.11.2023
2;1;4;22.10.2023
3;1;5;23.06.2024
4;2;3;06.10.2023
5;2;9;11.11.2023
6;2;8;06.10.2023
7;2;5;10.03.2024
8;3;6;31.10.2023
9;3;3;13.10.2023
10;3;4;25.12.2023
11;3;4;26.05.2024
12;4;9;29.02.2024
13;4;5;11.05.2024
14;5;1;20.03.2024
15;5;3;07.02.2024
16;6;3;04.12.2023
17;6;5;10.12.2023
18;6;2;10.09.2023
19;7;6;09.05.2024
20;7;7;07.12.2023
21;8;4;27.03.2024
22;8;4;26.02.2024
23;8;3;06.05.2024
24;8;7;29.03.2024
25;9;5;22.05.2024
26;9;5;22.02.2024
27;10;4;20.01.2024
28;10;5;29.11.2023
29;10;5;26.04.2024
30;10;5;30.12.2023
31;11;3;31.05.2024
32;11;8;29.12.2023
33;11;4;30.05.2024
34;11;3;06.01.2024
35;12;3;09.04.2024
36;12;5;29.03.2024
37;12;3;09.04.2024
38;13;8;12.05.2024
39;13;5;14.04.2024
40;14;6;31.05.2024
41;14;2;29.09.2023
42;14;6;13.11.2023
43;14;3;12.02.2024
44;15;1;25.06.2024
45;15;2;25.02.2024
46;15;7;24.04.2024
47;15;4;26.04.2024
48;16;7;07.04.2024
49;16;4;13.05.2024
50;17;8;14.11.2023
51;17;7;26.10.2023
52;17;7;13.02.2024
53;18;8;18.10.2023
54;18;3;29.04.2024
55;18;6;11.10.2023
56;18;6;17.09.2023
57;19;5;04.11.2023
58;19;3;17.04.2024
59;19;7;02.05.2024
60;19;9;16.03.2024
61;20;6;13.09.2023
62;20;9;26.03.2024
63;20;9;01.02.2024
64;21;5;13.12.2023
65;21;3;26.12.2023
66;22;9;27.09.2023
67;22;2;18.04.2024
68;23;8;18.10.2023
69;23;4;29.03.2024
70;23;4;07.05.2024
71;23;4;21.11.2023
72;24;1;21.06.2024
73;24;7;02.01.2024
74;24;9;07.12.2023
75;25;2;21.12.2023
76;25;5;21.10.2023
77;25;3;12.02.2024
78;25;6;01.03.2024
79;26;6;22.09.2023
80;26;4;27.03.2024
81;26;4;07.04.2024
82;26;7;30.12.2023
83;27;7;15.12.2023
84;27;4;10.05.2024
85;28;4;10.06.2024
86;28;8;10.01.2024
87;28;1;29.02.2024
88;29;7;15.03.2024
89;29;5;06.01.2024
90;30;6;07.12.2023
91;30;5;22.05.2024
92;30;9;18.12.2023
93;30;2;17.04.2024
