id;student_id;grade_id;grade_date
1;1;6;19.01.2024
2;1;5;21.10.2023
3;2;5;12.09.2023
4;2;7;02.10.2023
5;2;3;02.01.2024
6;3;4;22.11.2023
7;3;5;26.09.2023
8;4;4;08.06.2024
9;4;1;09.03.2024
10;5;8;04.02.2024
11;5;5;29.09.2023
12;5;3;31.01.2024
13;6;3;27.03.2024
14;6;3;26.11.2023
15;7;1;01.01.2024
16;7;7;16.10.2023
17;7;5;13.01.2024
18;8;2;22.06.2024
19;8;4;15.12.2023
20;8;6;07.04.2024
21;9;7;10.11.2023
22;9;3;30.04.2024
23;9;5;08.01.2024
24;9;5;07.03.2024
25;10;7;07.11.2023
26;10;3;11.04.2024
27;10;2;24.01.2024
28;10;5;02.09.2023
29;11;6;30.11.2023
30;11;4;18.09.2023
31;11;5;20.05.2024
32;12;6;15.09.2023
33;12;7;28.12.2023
34;12;6;17.06.2024
35;13;9;19.11.2023
36;13;5;23.05.2024
37;13;4;08.02.2024
38;13;8;01.05.2024
39;14;2;25.02.2024
40;14;3;11.10.2023
41;14;5;03.09.2023
42;14;3;10.04.2024
43;15;5;22.02.2024
44;15;5;13.06.2024
45;15;4;12.05.2024
46;16;5;26.06.2024
47;16;5;13.12.2023
48;17;7;22.06.2024
49;17;7;11.10.2023
50;17;1;14.04.2024
51;18;8;01.12.2023
52;18;6;17.03.2024
53;18;6;04.10.2023
54;19;6;30.05.2024
55;19;4;05.03.2024
56;20;5;12.09.2023
57;20;2;13.12.2023
58;21;7;26.02.2024
59;21;5;02.03.2024
60;22;3;15.02.2024
61;22;5;15.04.2024
62;23;8;29.02.2024
63;23;2;17.01.2024
64;23;9;10.12.2023
65;23;4;10.03.2024
66;24;5;19.03.2024
67;24;4;08.12.2023
68;24;6;21.02.2024
69;24;7;28.11.2023
70;25;3;02.11.2023
71;25;6;17.10.2023
72;26;3;03.12.2023
73;26;7;30.09.2023
74;26;5;16.10.2023
75;26;4;15.12.2023
76;27;8;04.06.2024
77;27;1;12.09.2023
78;27;3;04.04.2024
79;27;3;15.12.2023
80;28;5;18.11.2023
81;28;6;21.09.2023
82;28;8;25.11.2023
83;29;1;28.06.2024
84;29;2;06.06.2024
85;30;4;05.11.2023
86;30;2;25.10.2023
