id;student_id;grade_id;grade_date
1;1;5;28.09.2023
2;1;9;16.12.2023
3;1;9;17.01.2024
4;2;4;23.06.2024
5;2;9;18.01.2024
6;2;4;07.01.2024
7;3;2;10.02.2024
8;3;6;17.11.2023
9;4;4;11.11.2023
10;4;8;16.12.2023
11;5;5;28.03.2024
12;5;7;22.06.2024
13;5;9;27.06.2024
14;5;5;21.04.2024
15;6;2;20.10.2023
16;6;3;17.12.2023
17;6;5;29.04.2024
18;6;6;09.11.2023
19;7;6;05.01.2024
20;7;2;24.12.2023
21;7;7;05.03.2024
22;8;5;04.03.2024
23;8;6;28.01.2024
24;8;5;13.04.2024
25;8;3;20.05.2024
26;9;4;04.11.2023
27;9;3;04.01.2024
28;9;8;13.02.2024
29;10;4;23.12.2023
30;10;2;01.01.2024
31;10;6;16.06.2024
32;11;3;22.05.2024
33;11;6;07.02.2024
34;11;5;09.01.2024
35;11;3;13.03.2024
36;12;9;27.12.2023
37;12;7;27.09.2023
38;12;2;15.04.2024
39;12;6;23.04.2024
40;13;5;26.11.2023
41;13;9;01.04.2024
42;13;5;18.11.2023
43;14;4;31.10.2023
44;14;5;27.04.2024
45;14;4;24.09.2023
46;15;9;23.11.2023
47;15;7;29.01.2024
48;15;5;03.03.2024
49;15;1;23.10.2023
50;16;1;21.05.2024
51;16;3;02.10.2023
52;16;5;19.02.2024
53;17;5;08.05.2024
54;17;5;24.12.2023
55;17;5;10.06.2024
56;18;6;04.04.2024
57;18;5;13.04.2024
58;18;4;06.03.2024
59;19;7;12.10.2023
60;19;5;13.04.2024
61;19;4;20.11.2023
62;20;3;03.09.2023
63;20;5;29.04.2024
64;20;7;10.06.2024
65;20;7;18.11.2023
66;21;5;03.03.2024
67;21;4;16.09.2023
68;21;3;29.06.2024
69;21;5;25.06.2024
70;22;6;04.02.2024
71;22;4;23.10.2023
72;23;9;11.12.2023
73;23;6;20.03.2024
74;23;6;21.11.2023
75;24;9;20.01.2024
76;24;4;11.10.2023
77;24;4;07.02.2024
78;25;7;06.11.2023
79;25;5;19.05.2024
80;25;1;03.05.2024
81;25;7;12.06.2024
82;26;6;07.01.2024
83;26;8;16.06.2024
84;26;2;12.11.2023
85;26;8;12.03.2024
86;27;5;11.02.2024
87;27;5;31.01.2024
88;28;6;25.12.2023
89;28;5;29.01.2024
90;29;6;10.10.2023
91;29;5;13.10.2023
92;30;5;16.04.2024
93;30;8;30.01.2024
94;30;7;13.10.2023
