id;student_id;grade_id;grade_date
1;1;8;29.10.2023
2;1;4;01.02.2024
3;2;9;16.10.2023
4;2;5;29.12.2023
5;3;3;25.01.2024
6;3;2;02.09.2023
7;3;3;01.10.2023
8;3;5;12.11.2023
9;4;8;22.12.2023
10;4;8;10.12.2023
11;5;3;06.11.2023
12;5;7;17.04.2024
13;6;6;23.10.2023
14;6;3;03.05.2024
15;6;5;30.05.2024
16;6;7;09.11.2023
17;7;5;31.12.2023
18;7;8;23.01.2024
19;8;5;27.11.2023
20;8;1;23.11.2023
21;8;5;21.10.2023
22;8;5;09.11.2023
23;9;6;02.05.2024
24;9;9;15.04.2024
25;10;6;19.03.2024
26;10;6;16.01.2024
27;10;1;02.11.2023
28;11;9;27.03.2024
29;11;7;26.09.2023
30;11;2;11.09.2023
31;11;3;10.04.2024
32;12;5;15.09.2023
33;12;5;17.05.2024
34;12;2;16.10.2023
35;13;3;19.09.2023
36;13;7;06.12.2023
37;13;7;18.01.2024
38;13;9;14.06.2024
39;14;1;31.01.2024
40;14;3;06.04.2024
41;14;4;23.12.2023
42;14;5;29.06.2024
43;15;8;13.09.2023
44;15;3;02.09.2023
45;15;3;08.11.2023
46;16;5;23.03.2024
47;16;4;04.06.2024
48;17;8;01.01.2024
49;17;6;15.12.2023
50;17;6;25.05.2024
51;17;9;21.05.2024
52;18;4;09.01.2024
53;18;5;27.06.2024
54;18;7;04.10.2023
55;19;6;20.12.2023
56;19;7;09.09.2023
57;20;5;22.10.2023
58;20;3;10.05.2024
59;20;5;25.05.2024
60;21;8;21.01.2024
61;21;8;17.06.2024
62;21;7;01.03.2024
63;22;1;23.03.2024
64;22;4;27.05.2024
65;22;3;10.01.2024
66;23;7;06.01.2024
67;23;4;24.04.2024
68;23;1;06.01.2024
69;23;7;29.12.2023
70;24;3;03.11.2023
71;24;2;01.09.2023
72;24;6;21.01.2024
73;25;2;18.05.2024
74;25;9;21.01.2024
75;25;4;01.01.2024
76;25;5;12.10.2023
77;26;5;06.06.2024
78;26;2;04.02.2024
79;26;6;09.12.2023
80;26;3;28.03.2024
81;27;2;05.10.2023
82;27;5;28.03.2024
83;27;9;20.01.2024
84;28;5;20.10.2023
85;28;7;25.09.2023
86;28;1;12.12.2023
87;28;4;20.10.2023
88;29;4;05.01.2024
89;29;4;23.01.2024
90;29;3;17.11.2023
91;30;8;13.09.2023
92;30;6;02.02.2024
