id;student_id;grade_id;grade_date
1;1;4;11.04.2024
2;1;4;15.03.2024
3;1;9;10.10.2023
4;2;6;23.01.2024
5;2;3;10.02.2024
6;3;7;17.10.2023
7;3;2;24.02.2024
8;3;2;05.06.2024
9;4;5;22.01.2024
10;4;5;13.04.2024
11;5;5;17.02.2024
12;5;6;23.03.2024
13;5;5;11.12.2023
14;6;6;21.02.2024
15;6;4;23.09.2023
16;6;5;16.09.2023
17;6;6;27.02.2024
18;7;1;12.11.2023
19;7;7;11.02.2024
20;8;5;30.12.2023
21;8;3;27.06.2024
22;9;8;03.09.2023
23;9;5;13.11.2023
24;9;3;16.03.2024
25;10;4;12.01.2024
26;10;5;03.12.2023
27;10;5;25.05.2024
28;11;8;11.12.2023
29;11;1;04.04.2024
30;11;5;03.01.2024
31;11;7;24.03.2024
32;12;2;11.01.2024
33;12;6;02.12.2023
34;12;7;19.04.2024
35;13;3;27.12.2023
36;13;9;01.09.2023
37;13;5;15.10.2023
38;14;9;10.10.2023
39;14;2;29.03.2024
40;15;5;11.10.2023
41;15;6;01.12.2023
42;16;9;19.03.2024
43;16;7;22.10.2023
44;16;5;16.04.2024
45;17;2;05.03.2024
46;17;4;19.12.2023
47;18;4;18.01.2024
48;18;7;16.11.2023
49;19;5;24.04.2024
50;19;6;20.01.2024
51;20;5;13.11.2023
52;20;7;14.06.2024
53;21;8;06.04.2024
54;21;4;25.12.2023
55;21;7;09.03.2024
56;21;5;14.06.2024
57;22;6;20.12.2023
58;22;6;20.03.2024
59;22;3;16.11.2023
60;23;1;20.02.2024
61;23;7;18.09.2023
62;23;5;13.10.2023
63;23;7;01.02.2024
64;24;7;04.10.2023
65;24;6;04.10.2023
66;25;7;22.09.2023
67;25;3;29.03.2024
68;25;4;26.11.2023
69;25;6;16.01.2024
70;26;1;07.03.2024
71;26;8;30.12.2023
72;27;8;05.10.2023
73;27;4;03.03.2024
74;27;5;10.09.2023
75;27;6;09.06.2024
76;28;1;20.12.2023
77;28;5;27.02.2024
78;28;4;15.03.2024
79;28;5;05.02.2024
80;29;9;18.11.2023
81;29;7;05.11.2023
82;29;1;01.10.2023
83;30;5;17.02.2024
84;30;5;22.10.2023
85;30;3;05.11.2023
