id;student_id;grade_id;grade_date
1;1;5;21.03.2024
2;1;4;01.04.2024
3;1;2;10.04.2024
4;2;4;13.10.2023
5;2;8;13.06.2024
6;2;6;22.09.2023
7;3;2;08.03.2024
8;3;7;11.05.2024
9;4;6;12.09.2023
10;4;5;05.09.2023
11;4;3;20.05.2024
12;4;7;02.04.2024
13;5;9;18.09.2023
14;5;3;09.02.2024
15;5;1;12.11.2023
16;6;2;12.04.2024
17;6;3;04.10.2023
18;6;3;14.10.2023
19;7;3;06.10.2023
20;7;3;18.10.2023
21;8;4;02.05.2024
22;8;1;01.05.2024
23;9;7;15.03.2024
24;9;5;08.01.2024
25;9;3;19.11.2023
26;9;1;09.11.2023
27;10;4;05.05.2024
28;10;5;14.06.2024
29;11;4;23.12.2023
30;11;7;02.03.2024
31;11;7;30.12.2023
32;11;5;09.05.2024
33;12;1;19.09.2023
34;12;8;11.02.2024
35;13;4;10.01.2024
36;13;9;03.01.2024
37;13;5;07.10.2023
38;14;5;06.02.2024
39;14;6;17.06.2024
40;14;1;05.04.2024
41;15;8;09.12.2023
42;15;4;08.12.2023
43;16;7;18.04.2024
44;16;9;25.01.2024
45;16;5;15.09.2023
46;17;6;25.06.2024
47;17;5;08.12.2023
48;17;2;26.10.2023
49;18;6;19.05.2024
50;18;5;10.02.2024
51;19;2;27.09.2023
52;19;6;05.03.2024
53;19;9;05.11.2023
54;19;4;28.03.2024
55;20;1;05.02.2024
56;20;3;02.02.2024
57;20;7;14.10.2023
58;20;4;26.02.2024
59;21;9;07.12.2023
60;21;7;21.06.2024
61;21;8;04.02.2024
62;21;5;08.01.2024
63;22;3;02.12.2023
64;22;4;22.03.2024
65;22;9;08.04.2024
66;22;2;16.10.2023
67;23;3;04.11.2023
68;23;7;25.06.2024
69;23;5;14.04.2024
70;23;7;17.02.2024
71;24;4;14.04.2024
72;24;5;11.06.2024
73;24;4;05.04.2024
74;25;8;29.02.2024
75;25;5;18.01.2024
76;25;4;05.06.2024
77;26;1;03.11.2023
78;26;5;24.01.2024
79;26;5;27.11.2023
80;26;9;10.10.2023
81;27;9;25.02.2024
82;27;2;24.01.2024
83;28;3;23.01.2024
84;28;3;16.12.2023
85;28;4;16.04.2024
86;28;5;09.05.2024
87;29;9;25.01.2024
88;29;9;28.10.2023
89;29;3;03.01.2024
90;29;4;03.03.2024
91;30;3;26.10.2023
92;30;7;20.06.2024
93;30;1;20.09.2023
