id;student_id;grade_id;grade_date
1;1;3;18.12.2023
2;1;5;30.11.2023
3;2;3;03.01.2024
4;2;5;28.06.2024
5;3;4;20.04.2024
6;3;5;12.06.2024
7;3;1;03.09.2023
8;3;2;04.05.2024
9;4;3;18.11.2023
10;4;5;17.04.2024
11;5;5;19.12.2023
12;5;3;03.05.2024
13;5;8;02.09.2023
14;6;5;20.04.2024
15;6;9;18.12.2023
16;7;2;08.10.2023
17;7;3;26.01.2024
18;7;5;15.04.2024
19;7;3;28.10.2023
20;8;3;02.11.2023
21;8;2;20.02.2024
22;8;4;09.10.2023
23;9;7;13.01.2024
24;9;7;05.09.2023
25;9;2;05.06.2024
26;9;3;03.11.2023
27;10;4;04.01.2024
28;10;8;26.03.2024
29;11;6;15.01.2024
30;11;9;19.11.2023
31;11;3;09.10.2023
32;11;5;21.11.2023
33;12;4;27.02.2024
34;12;4;23.11.2023
35;13;3;02.09.2023
36;13;5;25.12.2023
37;13;4;10.09.2023
38;13;4;08.11.2023
39;14;6;10.02.2024
40;14;7;09.11.2023
41;14;7;03.06.2024
42;15;5;31.12.2023
43;15;4;29.01.2024
44;15;8;19.05.2024
45;16;7;10.10.2023
46;16;4;01.06.2024
47;17;4;01.02.2024
48;17;7;05.09.2023
49;18;6;06.04.2024
50;18;7;21.05.2024
51;18;5;16.09.2023
52;19;3;12.12.2023
53;19;2;22.03.2024
54;19;5;30.11.2023
55;20;3;28.10.2023
56;20;3;05.12.2023
57;21;4;31.01.2024
58;21;1;09.01.2024
59;21;5;06.10.2023
60;22;4;21.04.2024
61;22;5;13.03.2024
62;23;8;05.03.2024
63;23;5;06.04.2024
64;24;3;03.12.2023
65;24;6;12.04.2024
66;25;1;02.01.2024
67;25;4;09.03.2024
68;25;5;17.02.2024
69;25;5;25.04.2024
70;26;5;06.09.2023
71;26;7;31.05.2024
72;27;7;23.10.2023
73;27;4;11.01.2024
74;27;5;06.03.2024
75;27;3;11.06.2024
76;28;3;03.04.2024
77;28;4;24.09.2023
78;28;8;07.04.2024
79;29;3;13.05.2024
80;29;5;25.10.2023
81;29;2;08.01.2024
82;29;3;14.11.2023
83;30;2;28.01.2024
84;30;1;08.11.2023
