id;student_id;grade_id;grade_date
1;1;2;16.10.2023
2;1;4;09.11.2023
3;1;5;23.03.2024
4;2;5;29.11.2023
5;2;5;22.06.2024
6;2;3;12.10.2023
7;3;6;03.12.2023
8;3;5;18.01.2024
9;3;7;19.03.2024
10;3;7;27.03.2024
11;4;4;16.12.2023
12;4;5;19.10.2023
13;4;2;15.10.2023
14;4;7;04.06.2024
15;5;1;28.02.2024
16;5;6;17.06.2024
17;5;3;10.02.2024
18;5;7;04.04.2024
19;6;8;23.10.2023
20;6;2;16.02.2024
21;6;6;17.02.2024
22;6;6;01.10.2023
23;7;1;18.06.2024
24;7;6;11.06.2024
25;7;9;06.02.2024
26;7;6;06.02.2024
27;8;4;23.12.2023
28;8;8;11.04.2024
29;8;7;25.05.2024
30;9;4;17.10.2023
31;9;5;25.10.2023
32;9;7;15.09.2023
33;10;9;14.03.2024
34;10;5;02.12.2023
35;10;6;22.03.2024
36;10;1;07.02.2024
37;11;7;14.04.2024
38;11;3;01.02.2024
39;11;1;14.11.2023
40;11;7;05.03.2024
41;12;2;18.09.2023
42;12;5;25.10.2023
43;12;3;14.01.2024
44;12;9;14.02.2024
45;13;4;23.11.2023
46;13;7;14.02.2024
47;13;7;26.11.2023
48;14;6;11.05.2024
49;14;2;11.06.2024
50;14;3;13.09.2023
51;15;5;11.09.2023
52;15;1;12.11.2023
53;15;8;18.06.2024
54;15;4;16.06.2024
55;16;5;23.03.2024
56;16;9;09.09.2023
57;17;2;21.05.2024
58;17;5;30.09.2023
59;18;5;26.12.2023
60;18;4;22.12.2023
61;19;3;19.02.2024
62;19;4;10.01.2024
63;19;8;16.04.2024
64;20;3;11.06.2024
65;20;7;18.11.2023
66;20;6;31.10.2023
67;20;7;15.05.2024
68;21;5;24.03.2024
69;21;4;22.12.2023
70;21;6;14.10.2023
71;22;3;13.12.2023
72;22;7;13.12.2023
73;22;5;28.11.2023
74;23;2;16.04.2024
75;23;5;01.05.2024
76;23;6;08.01.2024
77;24;5;26.05.2024
78;24;7;06.09.2023
79;24;3;21.05.2024
80;25;4;09.05.2024
81;25;8;28.03.2024
82;25;7;27.09.2023
83;25;3;01.01.2024
84;26;5;08.11.2023
85;26;7;08.10.2023
86;27;7;21.04.2024
87;27;4;04.06.2024
88;28;2;07.01.2024
89;28;3;07.11.2023
90;29;8;05.04.2024
91;29;3;26.04.2024
92;30;3;10.09.2023
93;30;6;08.06.2024
94;30;7;01.11.2023
95;30;3;07.02.2024
