id;student_id;grade_id;grade_date
1;1;3;30.04.2024
2;1;6;23.10.2023
3;1;3;23.09.2023
4;1;1;08.06.2024
5;2;1;06.11.2023
6;2;5;10.03.2024
7;3;6;20.05.2024
8;3;5;22.09.2023
9;3;7;27.10.2023
10;3;2;11.10.2023
11;4;9;05.04.2024
12;4;8;03.04.2024
13;4;5;04.01.2024
14;5;5;09.05.2024
15;5;8;13.10.2023
16;6;5;23.10.2023
17;6;3;09.05.2024
18;6;5;16.05.2024
19;6;5;04.04.2024
20;7;4;13.01.2024
21;7;3;04.04.2024
22;7;1;29.06.2024
23;8;5;20.09.2023
24;8;5;21.01.2024
25;8;1;30.04.2024
26;8;2;03.04.2024
27;9;7;18.06.2024
28;9;1;20.06.2024
29;9;9;06.03.2024
30;10;6;27.01.2024
31;10;8;23.09.2023
32;11;5;13.11.2023
33;11;7;28.06.2024
34;11;3;12.10.2023
35;11;8;20.11.2023
36;12;4;04.11.2023
37;12;8;03.09.2023
38;12;5;26.03.2024
39;13;2;27.10.2023
40;13;4;06.03.2024
41;13;4;10.10.2023
42;14;3;09.03.2024
43;14;7;21.11.2023
44;14;6;03.11.2023
45;15;2;09.02.2024
46;15;2;26.10.2023
47;15;6;30.12.2023
48;16;1;13.06.2024
49;16;6;14.03.2024
50;16;8;24.09.2023
51;17;3;29.05.2024
52;17;7;25.10.2023
53;17;3;10.12.2023
54;18;4;03.01.2024
55;18;3;10.05.2024
56;18;5;30.05.2024
57;19;9;20.09.2023
58;19;6;03.04.2024
59;20;5;23.02.2024
60;20;6;23.05.2024
61;20;5;19.11.2023
62;20;8;07.05.2024
63;21;7;04.04.2024
64;21;4;20.02.2024
65;21;3;15.03.2024
66;21;3;30.09.2023
67;22;6;09.04.2024
68;22;6;17.04.2024
69;22;8;03.09.2023
70;22;6;11.12.2023
71;23;5;22.12.2023
72;23;4;20.05.2024
73;23;4;22.06.2024
74;23;7;30.11.2023
75;24;6;27.04.2024
76;24;9;04.06.2024
77;25;5;05.12.2023
78;25;7;07.09.2023
79;25;3;10.02.2024
80;26;5;22.03.2024
81;26;5;13.11.2023
82;26;7;27.12.2023
83;26;3;08.05.2024
84;27;8;19.05.2024
85;27;4;20.11.2023
86;28;6;03.01.2024
87;28;3;06.10.2023
88;28;1;28.03.2024
89;29;4;25.09.2023
90;29;7;17.10.2023
91;29;5;14.03.2024
92;30;2;06.10.2023
93;30;3;12.10.2023
94;30;3;06.09.2023
