id;student_id;grade_id;grade_date
1;1;4;07.10.2023
2;1;1;22.04.2024
3;2;6;18.01.2024
4;2;4;07.03.2024
5;3;3;29.06.2024
6;3;3;22.06.2024
7;3;5;11.02.2024
8;3;9;05.04.2024
9;4;7;30.12.2023
10;4;5;12.03.2024
11;4;4;11.09.2023
12;4;5;04.02.2024
13;5;3;19.09.2023
14;5;2;28.01.2024
15;5;3;08.02.2024
16;6;3;03.06.2024
17;6;5;04.03.2024
18;7;8;04.03.2024
19;7;5;30.03.2024
20;7;5;01.10.2023
21;7;5;22.02.2024
22;8;8;23.03.2024
23;8;1;18.01.2024
24;8;3;19.06.2024
25;9;6;16.06.2024
26;9;6;18.10.2023
27;10;7;17.10.2023
28;10;1;09.04.2024
29;10;6;05.09.2023
30;11;7;15.12.2023
31;11;2;14.05.2024
32;12;8;09.06.2024
33;12;4;11.02.2024
34;12;3;10.04.2024
35;13;5;26.02.2024
36;13;7;18.01.2024
37;14;5;06.12.2023
38;14;9;06.02.2024
39;15;7;31.12.2023
40;15;1;04.05.2024
41;16;5;18.12.2023
42;16;1;24.10.2023
43;16;6;08.05.2024
44;16;3;21.03.2024
45;17;5;30.01.2024
46;17;9;27.03.2024
47;18;2;09.02.2024
48;18;1;21.12.2023
49;19;5;23.04.2024
50;19;9;24.11.2023
51;19;3;06.02.2024
52;20;3;24.02.2024
53;20;6;26.06.2024
54;20;6;06.11.2023
55;20;3;01.03.2024
56;21;7;11.12.2023
57;21;6;20.11.2023
58;21;5;23.10.2023
59;21;7;02.09.2023
60;22;3;10.01.2024
61;22;7;23.12.2023
62;22;8;01.03.2024
63;22;5;15.02.2024
64;23;4;11.06.2024
65;23;3;07.12.2023
66;24;4;19.04.2024
67;24;5;26.04.2024
68;25;2;30.12.2023
69;25;4;18.02.2024
70;25;6;25.10.2023
71;26;4;07.04.2024
72;26;1;18.05.2024
73;26;9;22.11.2023
74;26;7;23.11.2023
75;27;7;27.04.2024
76;27;7;02.11.2023
77;27;1;29.04.2024
78;28;5;28.03.2024
79;28;7;09.02.2024
80;28;2;15.09.2023
81;29;3;13.10.2023
82;29;4;13.06.2024
83;29;7;16.02.2024
84;30;6;02.02.2024
85;30;7;28.04.2024
86;30;6;31.05.2024
