id;student_id;grade_id;grade_date
1;1;9;22.05.2024
2;1;2;06.06.2024
3;2;6;05.06.2024
4;2;5;02.06.2024
5;3;4;26.01.2024
6;3;4;07.11.2023
7;4;5;28.11.2023
8;4;5;24.04.2024
9;4;3;05.10.2023
10;5;5;30.01.2024
11;5;5;05.06.2024
12;6;1;27.10.2023
13;6;9;01.09.2023
14;7;4;24.02.2024
15;7;6;07.11.2023
16;7;5;31.10.2023
17;7;6;22.06.2024
18;8;7;13.02.2024
19;8;7;23.03.2024
20;8;2;05.04.2024
21;8;5;11.04.2024
22;9;9;07.03.2024
23;9;5;13.03.2024
24;9;4;11.06.2024
25;10;2;17.03.2024
26;10;9;07.03.2024
27;11;7;12.02.2024
28;11;8;11.11.2023
29;11;9;07.10.2023
30;11;9;27.01.2024
31;12;6;17.09.2023
32;12;7;08.09.2023
33;12;4;16.10.2023
34;13;3;13.03.2024
35;13;7;24.05.2024
36;13;4;20.04.2024
37;14;3;29.04.2024
38;14;5;19.10.2023
39;14;7;17.10.2023
40;15;3;29.05.2024
41;15;6;27.01.2024
42;15;2;28.05.2024
43;16;5;03.03.2024
44;16;4;14.04.2024
45;16;4;16.12.2023
46;17;1;15.12.2023
47;17;5;02.12.2023
48;17;5;11.01.2024
49;17;3;09.02.2024
50;18;5;25.10.2023
51;18;7;23.03.2024
52;19;6;18.12.2023
53;19;4;07.09.2023
54;20;7;30.12.2023
55;20;4;28.09.2023
56;20;4;16.10.2023
57;21;9;27.05.2024
58;21;7;03.01.2024
59;21;8;17.12.2023
60;22;7;30.03.2024
61;22;8;12.12.2023
62;23;7;09.04.2024
63;23;2;10.04.2024
64;24;5;23.04.2024
65;24;7;09.06.2024
66;25;7;23.06.2024
67;25;5;08.03.2024
68;25;6;25.01.2024
69;26;7;01.06.2024
70;26;3;30.09.2023
71;27;6;24.10.2023
72;27;4;21.03.2024
73;27;5;29.05.2024
74;27;6;04.04.2024
75;28;3;08.04.2024
76;28;8;26.01.2024
77;29;5;03.06.2024
78;29;2;25.10.2023
79;29;4;09.02.2024
80;29;5;13.02.2024
81;30;3;29.02.2024
82;30;2;25.06.2024
