id;student_id;grade_id;grade_date
1;1;3;09.05.2024
2;1;5;02.01.2024
3;1;4;15.09.2023
4;1;5;05.04.2024
5;2;6;20.04.2024
6;2;7;27.05.2024
7;2;5;13.01.2024
8;3;7;21.02.2024
9;3;7;07.03.2024
10;4;8;11.02.2024
11;4;4;05.09.2023
12;4;9;26.10.2023
13;5;1;15.02.2024
14;5;4;14.12.2023
15;6;8;28.09.2023
16;6;7;30.09.2023
17;6;4;02.05.2024
18;6;3;22.02.2024
19;7;5;25.01.2024
20;7;9;26.11.2023
21;7;7;25.11.2023
22;7;3;27.10.2023
23;8;6;21.12.2023
24;8;5;29.03.2024
25;8;4;25.05.2024
26;9;5;10.09.2023
27;9;5;20.10.2023
28;10;3;03.05.2024
29;10;9;02.05.2024
30;10;3;14.10.2023
31;10;1;02.01.2024
32;11;4;29.06.2024
33;11;5;28.12.2023
34;11;4;01.01.2024
35;11;7;15.02.2024
36;12;3;23.12.2023
37;12;7;25.01.2024
38;12;6;22.03.2024
39;13;3;26.06.2024
40;13;3;14.11.2023
41;14;7;19.01.2024
42;14;4;15.03.2024
43;14;2;27.02.2024
44;15;7;23.10.2023
45;15;8;05.01.2024
46;15;6;02.11.2023
47;16;7;04.04.2024
48;16;8;09.04.2024
49;16;4;22.01.2024
50;17;2;03.01.2024
51;17;1;13.04.2024
52;17;4;03.05.2024
53;17;6;10.05.2024
54;18;7;16.04.2024
55;18;9;15.12.2023
56;19;2;29.03.2024
57;19;8;20.06.2024
58;20;5;21.02.2024
59;20;6;26.09.2023
60;20;4;03.11.2023
61;21;6;23.01.2024
62;21;6;26.10.2023
63;21;7;01.05.2024
64;22;7;29.06.2024
65;22;3;16.02.2024
66;23;9;18.12.2023
67;23;5;07.12.2023
68;24;7;10.01.2024
69;24;9;13.10.2023
70;25;4;13.02.2024
71;25;6;12.03.2024
72;26;6;01.02.2024
73;26;4;12.03.2024
74;26;5;06.02.2024
75;26;1;30.12.2023
76;27;5;08.04.2024
77;27;3;22.04.2024
78;27;6;13.02.2024
79;27;7;25.02.2024
80;28;7;22.06.2024
81;28;8;06.06.2024
82;29;4;16.03.2024
83;29;8;07.05.2024
84;29;7;20.05.2024
85;30;5;20.09.2023
86;30;6;07.03.2024
87;30;2;26.06.2024
