id;student_id;grade_id;grade_date
1;1;2;01.05.2024
2;1;7;15.02.2024
3;2;6;15.09.2023
4;2;9;08.04.2024
5;2;8;18.01.2024
6;3;4;31.12.2023
7;3;6;10.11.2023
8;3;5;20.04.2024
9;4;5;04.06.2024
10;4;4;27.12.2023
11;5;8;26.11.2023
12;5;4;11.03.2024
13;5;4;16.02.2024
14;6;6;27.09.2023
15;6;3;15.09.2023
16;6;5;16.01.2024
17;7;6;27.01.2024
18;7;3;22.11.2023
19;7;1;04.12.2023
20;8;7;11.02.2024
21;8;5;15.10.2023
22;8;5;18.12.2023
23;9;8;30.04.2024
24;9;6;22.09.2023
25;9;5;30.10.2023
26;9;1;21.09.2023
27;10;4;08.10.2023
28;10;7;23.09.2023
29;10;7;03.05.2024
30;10;9;07.10.2023
31;11;5;12.02.2024
32;11;5;28.12.2023
33;11;6;02.11.2023
34;11;3;31.05.2024
35;12;4;26.11.2023
36;12;3;28.11.2023
37;13;1;05.02.2024
38;13;5;14.04.2024
39;13;5;05.04.2024
40;13;6;26.12.2023
41;14;5;10.12.2023
42;14;7;14.09.2023
43;14;4;16.10.2023
44;15;3;19.03.2024
45;15;6;31.12.2023
46;16;4;22.06.2024
47;16;5;18.01.2024
48;16;5;30.10.2023
49;17;6;17.03.2024
50;17;6;15.02.2024
51;17;9;17.11.2023
52;17;9;20.04.2024
53;18;4;24.11.2023
54;18;3;31.01.2024
55;19;3;02.01.2024
56;19;6;25.02.2024
57;19;7;02.09.2023
58;20;3;30.05.2024
59;20;1;19.03.2024
60;20;8;27.01.2024
61;20;3;19.05.2024
62;21;7;29.04.2024
63;21;1;13.12.2023
64;21;4;08.09.2023
65;22;4;10.05.2024
66;22;5;28.10.2023
67;23;8;09.04.2024
68;23;3;03.01.2024
69;24;9;05.05.2024
70;24;5;26.09.2023
71;24;6;02.09.2023
72;24;5;29.02.2024
73;25;4;15.11.2023
74;25;3;01.09.2023
75;25;9;17.02.2024
76;26;5;12.12.2023
77;26;5;14.01.2024
78;26;7;13.04.2024
79;27;3;13.02.2024
80;27;3;15.05.2024
81;27;4;10.11.2023
82;28;4;05.02.2024
83;28;5;30.09.2023
84;28;8;13.09.2023
85;29;6;15.09.2023
86;29;5;31.10.2023
87;29;5;20.06.2024
88;30;7;31.03.2024
89;30;5;02.03.2024
90;30;3;21.04.2024
91;30;5;12.09.2023
