id;student_id;grade_id;grade_date
1;1;5;02.03.2024
2;1;4;23.04.2024
3;2;9;03.01.2024
4;2;6;16.04.2024
5;2;5;23.04.2024
6;2;3;26.02.2024
7;3;7;12.06.2024
8;3;3;08.05.2024
9;3;7;22.06.2024
10;3;4;04.04.2024
11;4;7;08.11.2023
12;4;3;27.11.2023
13;4;8;19.01.2024
14;5;4;21.02.2024
15;5;8;18.02.2024
16;5;8;07.01.2024
17;5;6;20.09.2023
18;6;7;17.05.2024
19;6;4;23.03.2024
20;7;5;08.06.2024
21;7;4;10.02.2024
22;8;8;04.02.2024
23;8;8;22.05.2024
24;9;6;01.09.2023
25;9;7;20.09.2023
26;9;6;28.01.2024
27;10;6;13.06.2024
28;10;1;17.03.2024
29;10;2;12.02.2024
30;10;7;06.01.2024
31;11;7;20.03.2024
32;11;6;07.09.2023
33;11;4;06.05.2024
34;12;3;09.02.2024
35;12;1;28.12.2023
36;12;8;22.02.2024
37;12;4;23.02.2024
38;13;6;08.05.2024
39;13;5;13.09.2023
40;13;5;07.04.2024
41;14;3;14.12.2023
42;14;3;13.11.2023
43;15;6;24.03.2024
44;15;8;25.12.2023
45;16;7;16.09.2023
46;16;1;04.03.2024
47;17;4;12.02.2024
48;17;4;25.05.2024
49;18;2;15.06.2024
50;18;3;01.09.2023
51;18;5;01.12.2023
52;18;6;18.06.2024
53;19;7;20.04.2024
54;19;5;30.11.2023
55;19;9;03.03.2024
56;20;8;30.01.2024
57;20;3;12.02.2024
58;20;4;31.03.2024
59;20;8;29.06.2024
60;21;1;08.05.2024
61;21;3;31.10.2023
62;21;5;04.11.2023
63;22;9;17.03.2024
64;22;3;12.04.2024
65;22;7;01.06.2024
66;23;5;31.03.2024
67;23;7;17.04.2024
68;24;5;06.09.2023
69;24;4;07.01.2024
70;24;8;29.06.2024
71;24;6;18.06.2024
72;25;3;06.12.2023
73;25;5;04.05.2024
74;25;3;14.03.2024
75;26;6;21.09.2023
76;26;5;08.12.2023
77;26;5;19.02.2024
78;26;5;25.12.2023
79;27;8;13.10.2023
80;27;4;14.11.2023
81;27;7;19.01.2024
82;27;3;01.11.2023
83;28;3;06.05.2024
84;28;6;16.06.2024
85;29;1;05.01.2024
86;29;5;08.02.2024
87;29;2;26.11.2023
88;29;7;26.09.2023
89;30;6;31.10.2023
90;30;4;04.02.2024
