id;student_id;grade_id;grade_date
1;1;3;08.01.2024
2;1;6;19.12.2023
3;2;6;27.03.2024
4;2;7;14.03.2024
5;2;3;17.12.2023
6;2;4;23.03.2024
7;3;4;15.04.2024
8;3;6;05.12.2023
9;3;1;30.03.2024
10;4;5;18.12.2023
11;4;4;10.10.2023
12;5;3;24.12.2023
13;5;5;01.12.2023
14;5;5;17.06.2024
15;5;2;15.04.2024
16;6;7;24.10.2023
17;6;8;20.09.2023
18;7;1;10.10.2023
19;7;5;29.02.2024
20;7;9;24.12.2023
21;7;4;07.06.2024
22;8;7;11.06.2024
23;8;1;02.05.2024
24;9;5;08.01.2024
25;9;5;12.05.2024
26;9;1;20.10.2023
27;10;5;28.06.2024
28;10;7;02.03.2024
29;11;9;06.12.2023
30;11;5;08.10.2023
31;11;3;07.09.2023
32;12;7;19.11.2023
33;12;1;11.04.2024
34;12;6;24.11.2023
35;13;7;23.01.2024
36;13;6;21.01.2024
37;14;5;24.04.2024
38;14;9;25.04.2024
39;14;3;27.10.2023
40;14;8;26.10.2023
41;15;7;01.11.2023
42;15;4;16.04.2024
43;15;4;13.11.2023
44;16;9;06.10.2023
45;16;3;20.06.2024
46;17;5;03.03.2024
47;17;4;29.04.2024
48;17;7;22.02.2024
49;17;5;04.04.2024
50;18;3;30.05.2024
51;18;6;17.02.2024
52;18;5;02.09.2023
53;19;7;16.05.2024
54;19;3;10.10.2023
55;20;8;12.11.2023
56;20;5;28.03.2024
57;20;5;01.11.2023
58;20;6;02.02.2024
59;21;1;07.09.2023
60;21;5;01.12.2023
61;22;4;30.11.2023
62;22;9;31.05.2024
63;22;8;02.09.2023
64;23;4;22.06.2024
65;23;9;21.09.2023
66;23;3;20.06.2024
67;24;1;11.10.2023
68;24;4;05.06.2024
69;24;4;29.03.2024
70;24;6;17.12.2023
71;25;1;24.10.2023
72;25;3;03.03.2024
73;25;6;11.04.2024
74;26;6;13.11.2023
75;26;4;02.05.2024
76;26;6;24.12.2023
77;26;3;02.12.2023
78;27;8;04.02.2024
79;27;7;04.10.2023
80;28;7;10.04.2024
81;28;5;25.09.2023
82;28;3;10.04.2024
83;28;3;08.06.2024
84;29;4;06.09.2023
85;29;9;01.10.2023
86;29;6;01.02.2024
87;29;7;01.02.2024
88;30;2;02.04.2024
89;30;6;03.11.2023
