id;student_id;grade_id;grade_date
1;1;4;04.02.2024
2;1;6;06.02.2024
3;1;3;29.05.2024
4;2;2;13.03.2024
5;2;7;14.02.2024
6;2;5;06.06.2024
7;3;8;18.12.2023
8;3;5;19.05.2024
9;3;6;11.04.2024
10;3;2;22.11.2023
11;4;7;16.12.2023
12;4;5;16.02.2024
13;4;6;23.09.2023
14;5;6;02.09.2023
15;5;4;23.01.2024
16;5;5;12.05.2024
17;6;6;22.09.2023
18;6;7;21.05.2024
19;6;1;15.03.2024
20;6;4;11.01.2024
21;7;7;26.10.2023
22;7;5;13.03.2024
23;7;5;17.06.2024
24;8;5;04.11.2023
25;8;8;23.01.2024
26;8;3;04.11.2023
27;8;7;02.04.2024
28;9;6;30.09.2023
29;9;2;10.11.2023
30;9;4;29.05.2024
31;10;8;11.10.2023
32;10;7;17.09.2023
33;10;8;24.10.2023
34;11;8;12.11.2023
35;11;6;16.10.2023
36;11;4;12.04.2024
37;11;5;19.04.2024
38;12;7;20.04.2024
39;12;7;23.11.2023
40;13;8;25.01.2024
41;13;5;27.11.2023
42;14;4;03.10.2023
43;14;3;08.03.2024
44;15;8;25.11.2023
45;15;6;25.01.2024
46;16;6;03.09.2023
47;16;5;25.09.2023
48;16;9;14.03.2024
49;17;5;29.03.2024
50;17;6;02.02.2024
51;17;5;16.11.2023
52;17;7;10.12.2023
53;18;9;21.12.2023
54;18;5;23.03.2024
55;19;6;06.04.2024
56;19;3;29.03.2024
57;19;8;29.12.2023
58;19;2;30.03.2024
59;20;9;01.11.2023
60;20;4;27.02.2024
61;21;6;28.06.2024
62;21;6;07.02.2024
63;21;7;04.06.2024
64;22;6;05.09.2023
65;22;5;02.05.2024
66;23;2;13.04.2024
67;23;7;13.03.2024
68;23;6;03.02.2024
69;24;6;22.02.2024
70;24;3;29.12.2023
71;25;7;21.11.2023
72;25;2;10.10.2023
73;26;6;19.11.2023
74;26;8;26.02.2024
75;26;9;19.12.2023
76;27;6;03.05.2024
77;27;1;11.01.2024
78;28;6;10.09.2023
79;28;4;17.02.2024
80;28;4;27.04.2024
81;28;7;23.03.2024
82;29;6;03.06.2024
83;29;3;09.05.2024
84;29;4;19.12.2023
85;29;4;12.04.2024
86;30;7;18.02.2024
87;30;6;23.06.2024
88;30;6;21.02.2024
