id;student_id;grade_id;grade_date
1;1;4;25.09.2023
2;1;6;15.12.2023
3;1;8;14.12.2023
4;2;3;28.01.2024
5;2;7;26.04.2024
6;2;5;01.10.2023
7;2;4;04.05.2024
8;3;6;03.11.2023
9;3;1;23.10.2023
10;4;6;14.04.2024
11;4;6;27.06.2024
12;4;6;31.10.2023
13;4;6;10.03.2024
14;5;7;16.01.2024
15;5;4;19.11.2023
16;5;4;28.09.2023
17;5;7;06.10.2023
18;6;2;24.02.2024
19;6;5;25.03.2024
20;6;2;26.04.2024
21;6;7;21.09.2023
22;7;8;23.09.2023
23;7;3;13.01.2024
24;7;5;26.06.2024
25;8;3;24.05.2024
26;8;1;24.03.2024
27;8;5;21.05.2024
28;8;1;29.12.2023
29;9;7;08.06.2024
30;9;5;03.11.2023
31;10;7;30.09.2023
32;10;7;23.09.2023
33;10;7;05.10.2023
34;11;9;17.09.2023
35;11;3;15.05.2024
36;11;5;03.06.2024
37;11;6;23.02.2024
38;12;3;07.01.2024
39;12;5;28.11.2023
40;12;4;24.10.2023
41;13;9;07.01.2024
42;13;5;22.05.2024
43;13;6;26.11.2023
44;13;1;09.04.2024
45;14;6;12.04.2024
46;14;7;16.04.2024
47;15;1;15.01.2024
48;15;7;20.10.2023
49;15;3;09.04.2024
50;16;4;02.02.2024
51;16;7;27.09.2023
52;17;4;23.10.2023
53;17;8;28.10.2023
54;17;9;24.05.2024
55;17;3;28.04.2024
56;18;5;23.05.2024
57;18;9;01.04.2024
58;18;9;12.10.2023
59;18;3;06.01.2024
60;19;4;18.02.2024
61;19;3;30.09.2023
62;20;5;23.02.2024
63;20;5;12.02.2024
64;21;2;03.11.2023
65;21;7;07.11.2023
66;21;5;08.06.2024
67;22;6;05.06.2024
68;22;9;14.10.2023
69;23;6;02.02.2024
70;23;1;25.11.2023
71;23;7;31.05.2024
72;23;4;20.03.2024
73;24;9;27.12.2023
74;24;6;12.10.2023
75;24;1;24.10.2023
76;24;3;06.12.2023
77;25;5;28.10.2023
78;25;7;06.09.2023
79;25;3;19.11.2023
80;26;5;14.11.2023
81;26;6;11.06.2024
82;26;3;01.03.2024
83;26;5;10.10.2023
84;27;9;26.03.2024
85;27;1;04.02.2024
86;28;3;11.01.2024
87;28;7;01.03.2024
88;28;4;08.03.2024
89;29;5;27.11.2023
90;29;6;17.01.2024
91;29;9;19.02.2024
92;29;5;05.02.2024
93;30;6;14.12.2023
94;30;3;11.04.2024
95;30;5;30.09.2023
96;30;5;25.01.2024
