id;student_id;grade_id;grade_date
1;1;9;15.03.2024
2;1;7;26.09.2023
3;2;5;15.01.2024
4;2;1;28.10.2023
5;2;6;18.12.2023
6;3;8;19.10.2023
7;3;2;14.02.2024
8;3;6;08.02.2024
9;4;5;29.12.2023
10;4;6;17.11.2023
11;5;3;18.12.2023
12;5;7;31.01.2024
13;5;7;30.04.2024
14;5;3;18.03.2024
15;6;2;26.09.2023
16;6;7;17.02.2024
17;6;3;26.06.2024
18;6;7;21.02.2024
19;7;3;07.10.2023
20;7;7;06.06.2024
21;8;1;28.02.2024
22;8;6;24.05.2024
23;8;5;15.03.2024
24;8;3;19.11.2023
25;9;6;03.10.2023
26;9;1;15.06.2024
27;9;3;23.05.2024
28;9;1;04.09.2023
29;10;4;28.11.2023
30;10;2;19.12.2023
31;10;1;10.12.2023
32;11;5;23.11.2023
33;11;6;15.06.2024
34;12;5;20.04.2024
35;12;4;14.09.2023
36;12;2;14.04.2024
37;12;1;05.11.2023
38;13;5;18.12.2023
39;13;2;29.04.2024
40;14;3;09.09.2023
41;14;6;19.03.2024
42;15;4;21.02.2024
43;15;1;12.01.2024
44;15;8;12.11.2023
45;16;2;07.05.2024
46;16;6;26.06.2024
47;16;1;09.03.2024
48;17;4;29.11.2023
49;17;7;14.12.2023
50;18;6;08.10.2023
51;18;8;29.09.2023
52;19;8;13.11.2023
53;19;6;01.06.2024
54;19;5;24.09.2023
55;19;1;19.06.2024
56;20;7;07.05.2024
57;20;3;08.02.2024
58;20;7;13.05.2024
59;20;9;06.01.2024
60;21;7;16.01.2024
61;21;6;25.11.2023
62;21;8;21.10.2023
63;22;9;31.01.2024
64;22;5;17.02.2024
65;23;7;21.02.2024
66;23;3;17.11.2023
67;24;6;08.12.2023
68;24;7;09.02.2024
69;24;2;04.04.2024
70;24;4;19.06.2024
71;25;7;22.02.2024
72;25;6;15.10.2023
73;25;8;02.01.2024
74;26;3;03.06.2024
75;26;7;10.04.2024
76;27;5;30.01.2024
77;27;3;17.10.2023
78;28;5;15.11.2023
79;28;4;25.04.2024
80;29;6;31.03.2024
81;29;6;26.10.2023
82;30;2;28.10.2023
83;30;5;14.02.2024
84;30;7;30.11.2023
85;30;5;30.01.2024
