id;student_id;grade_id;grade_date
1;1;9;10.11.2023
2;1;9;19.11.2023
3;1;7;27.02.2024
4;1;5;13.11.2023
5;2;4;10.06.2024
6;2;7;23.04.2024
7;2;4;18.06.2024
8;3;8;25.02.2024
9;3;3;04.09.2023
10;4;2;26.03.2024
11;4;5;26.11.2023
12;4;5;07.05.2024
13;5;6;14.10.2023
14;5;1;21.12.2023
15;6;9;22.10.2023
16;6;1;19.06.2024
17;7;5;24.10.2023
18;7;7;12.06.2024
19;8;7;04.05.2024
20;8;5;11.05.2024
21;8;1;28.01.2024
22;9;4;16.05.2024
23;9;3;01.11.2023
24;9;1;22.05.2024
25;10;4;28.01.2024
26;10;4;26.06.2024
27;10;8;04.09.2023
28;10;6;25.10.2023
29;11;7;17.12.2023
30;11;3;21.04.2024
31;11;1;17.02.2024
32;12;5;13.02.2024
33;12;4;06.11.2023
34;13;8;08.03.2024
35;13;4;28.11.2023
36;13;5;29.12.2023
37;14;7;25.01.2024
38;14;3;07.09.2023
39;14;5;11.12.2023
40;15;3;25.01.2024
41;15;5;18.01.2024
42;16;6;12.02.2024
43;16;6;30.04.2024
44;16;3;19.01.2024
45;16;2;01.09.2023
46;17;6;25.11.2023
47;17;6;28.02.2024
48;18;9;28.02.2024
49;18;2;17.12.2023
50;18;5;08.10.2023
51;19;4;25.04.2024
52;19;9;11.11.2023
53;19;2;18.06.2024
54;20;3;03.03.2024
55;20;3;12.04.2024
56;21;2;27.05.2024
57;21;5;07.05.2024
58;21;3;18.03.2024
59;21;3;14.06.2024
60;22;7;22.03.2024
61;22;8;07.02.2024
62;23;3;01.11.2023
63;23;4;01.11.2023
64;24;6;29.12.2023
65;24;5;20.06.2024
66;24;3;22.03.2024
67;24;2;27.12.2023
68;25;8;07.04.2024
69;25;5;21.10.2023
70;25;3;29.10.2023
71;25;8;09.02.2024
72;26;4;04.02.2024
73;26;4;20.10.2023
74;26;9;23.02.2024
75;26;4;18.02.2024
76;27;4;28.05.2024
77;27;3;17.03.2024
78;28;5;11.04.2024
79;28;9;23.09.2023
80;29;3;23.12.2023
81;29;3;22.01.2024
82;29;2;01.06.2024
83;30;7;29.01.2024
84;30;1;05.09.2023
