id;student_id;grade_id;grade_date
1;1;8;20.09.2023
2;1;3;12.01.2024
3;1;8;09.09.2023
4;1;3;10.01.2024
5;2;3;16.06.2024
6;2;3;26.03.2024
7;3;5;29.03.2024
8;3;3;01.05.2024
9;3;8;16.12.2023
10;4;3;11.05.2024
11;4;1;06.09.2023
12;5;1;09.06.2024
13;5;6;14.05.2024
14;5;6;17.05.2024
15;6;4;31.01.2024
16;6;9;13.03.2024
17;6;7;25.09.2023
18;7;6;26.12.2023
19;7;5;14.03.2024
20;8;7;08.03.2024
21;8;4;15.11.2023
22;8;2;21.05.2024
23;9;3;19.06.2024
24;9;4;18.02.2024
25;9;5;23.10.2023
26;9;5;03.02.2024
27;10;4;21.10.2023
28;10;3;07.09.2023
29;10;3;17.05.2024
30;10;3;20.01.2024
31;11;3;04.01.2024
32;11;4;06.03.2024
33;12;5;04.01.2024
34;12;9;26.01.2024
35;13;6;08.09.2023
36;13;3;09.01.2024
37;14;9;08.04.2024
38;14;8;02.05.2024
39;15;9;28.10.2023
40;15;7;26.03.2024
41;16;5;03.02.2024
42;16;6;25.03.2024
43;17;3;12.02.2024
44;17;6;31.10.2023
45;17;8;29.06.2024
46;18;7;12.10.2023
47;18;4;25.12.2023
48;19;6;08.12.2023
49;19;5;12.10.2023
50;19;4;18.03.2024
51;20;7;19.09.2023
52;20;4;20.01.2024
53;20;5;19.11.2023
54;21;7;28.01.2024
55;21;7;28.04.2024
56;21;4;13.03.2024
57;21;5;26.12.2023
58;22;9;14.02.2024
59;22;4;02.01.2024
60;22;6;23.10.2023
61;23;3;16.02.2024
62;23;7;06.06.2024
63;23;9;16.12.2023
64;23;9;08.10.2023
65;24;4;15.10.2023
66;24;7;07.06.2024
67;25;6;22.06.2024
68;25;5;24.09.2023
69;25;6;31.05.2024
70;26;3;05.02.2024
71;26;2;25.05.2024
72;27;5;20.12.2023
73;27;7;08.11.2023
74;27;3;19.02.2024
75;28;3;20.12.2023
76;28;8;30.03.2024
77;28;2;27.12.2023
78;28;5;12.01.2024
79;29;6;29.06.2024
80;29;7;05.09.2023
81;30;4;19.06.2024
82;30;5;12.02.2024
83;30;2;15.03.2024
