id;student_id;grade_id;grade_date
1;1;5;07.05.2024
2;1;1;12.12.2023
3;1;3;26.03.2024
4;2;4;04.11.2023
5;2;6;04.03.2024
6;2;2;28.11.2023
7;3;5;20.12.2023
8;3;8;01.10.2023
9;3;5;10.04.2024
10;3;6;29.04.2024
11;4;9;21.12.2023
12;4;8;05.09.2023
13;5;5;21.02.2024
14;5;8;02.12.2023
15;6;5;31.12.2023
16;6;5;21.06.2024
17;6;3;16.10.2023
18;7;5;11.02.2024
19;7;4;05.03.2024
20;7;8;17.06.2024
21;8;9;29.05.2024
22;8;4;06.04.2024
23;9;7;12.12.2023
24;9;8;26.06.2024
25;10;3;09.09.2023
26;10;6;31.05.2024
27;10;8;08.01.2024
28;11;2;26.12.2023
29;11;3;29.02.2024
30;11;9;12.03.2024
31;12;5;30.12.2023
32;12;5;15.03.2024
33;12;6;09.09.2023
34;13;8;17.06.2024
35;13;9;12.02.2024
36;13;8;22.06.2024
37;14;5;30.09.2023
38;14;6;22.01.2024
39;14;4;13.04.2024
40;14;5;02.11.2023
41;15;2;11.02.2024
42;15;5;12.05.2024
43;16;3;20.03.2024
44;16;1;04.03.2024
45;16;6;06.05.2024
46;16;9;30.04.2024
47;17;9;27.04.2024
48;17;3;27.04.2024
49;18;3;25.03.2024
50;18;7;14.11.2023
51;19;7;07.09.2023
52;19;3;05.09.2023
53;20;8;03.05.2024
54;20;6;28.06.2024
55;20;5;27.01.2024
56;20;3;07.05.2024
57;21;8;12.05.2024
58;21;6;12.10.2023
59;22;6;28.05.2024
60;22;6;14.09.2023
61;22;8;25.04.2024
62;22;5;29.10.2023
63;23;7;14.12.2023
64;23;6;05.01.2024
65;24;6;05.06.2024
66;24;4;16.10.2023
67;24;1;04.10.2023
68;25;5;28.09.2023
69;25;4;29.04.2024
70;25;3;22.02.2024
71;25;7;08.10.2023
72;26;5;17.09.2023
73;26;8;08.01.2024
74;26;7;14.09.2023
75;27;6;26.10.2023
76;27;9;11.04.2024
77;27;5;15.12.2023
78;27;7;28.10.2023
79;28;7;25.12.2023
80;28;7;15.11.2023
81;29;3;24.11.2023
82;29;1;06.01.2024
83;29;4;29.10.2023
84;29;1;26.05.2024
85;30;2;06.06.2024
86;30;7;28.04.2024
87;30;3;16.01.2024
88;30;8;21.10.2023
