id;student_id;grade_id;grade_date
1;1;9;13.09.2023
2;1;9;03.10.2023
3;2;5;17.05.2024
4;2;7;08.09.2023
5;2;4;10.10.2023
6;3;7;19.02.2024
7;3;4;14.09.2023
8;3;4;14.04.2024
9;4;6;03.04.2024
10;4;5;13.12.2023
11;4;2;05.02.2024
12;4;6;10.10.2023
13;5;3;18.05.2024
14;5;5;16.12.2023
15;5;4;20.05.2024
16;5;5;07.03.2024
17;6;6;14.11.2023
18;6;5;08.06.2024
19;7;7;30.12.2023
20;7;1;18.05.2024
21;7;3;05.01.2024
22;7;5;27.01.2024
23;8;2;11.04.2024
24;8;1;07.03.2024
25;8;3;24.11.2023
26;8;4;19.09.2023
27;9;2;12.03.2024
28;9;1;06.02.2024
29;9;3;04.01.2024
30;9;4;19.09.2023
31;10;6;31.10.2023
32;10;4;27.01.2024
33;10;6;03.10.2023
34;10;7;12.05.2024
35;11;8;14.05.2024
36;11;4;19.04.2024
37;12;5;18.02.2024
38;12;9;16.03.2024
39;12;4;05.03.2024
40;12;4;29.12.2023
41;13;5;10.03.2024
42;13;5;22.01.2024
43;14;6;25.01.2024
44;14;5;19.03.2024
45;14;6;05.10.2023
46;14;3;22.09.2023
47;15;2;05.02.2024
48;15;9;20.09.2023
49;15;7;18.11.2023
50;16;7;24.04.2024
51;16;9;17.05.2024
52;17;5;07.05.2024
53;17;9;13.03.2024
54;17;7;21.09.2023
55;17;1;15.10.2023
56;18;5;29.09.2023
57;18;3;12.11.2023
58;19;1;07.04.2024
59;19;8;24.09.2023
60;20;7;09.02.2024
61;20;6;30.10.2023
62;21;3;28.02.2024
63;21;3;12.12.2023
64;21;8;24.11.2023
65;22;4;11.01.2024
66;22;4;03.03.2024
67;22;5;24.06.2024
68;22;4;26.11.2023
69;23;7;14.03.2024
70;23;4;02.02.2024
71;23;2;15.01.2024
72;23;3;07.02.2024
73;24;9;29.02.2024
74;24;5;04.02.2024
75;25;4;04.12.2023
76;25;3;09.12.2023
77;25;7;01.10.2023
78;26;7;17.11.2023
79;26;3;03.12.2023
80;26;3;21.11.2023
81;27;6;05.05.2024
82;27;5;02.06.2024
83;27;5;27.03.2024
84;28;5;29.05.2024
85;28;4;11.02.2024
86;28;8;10.02.2024
87;29;3;09.06.2024
88;29;1;08.02.2024
89;29;4;20.11.2023
90;30;3;30.03.2024
91;30;7;22.04.2024
